"Txhash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1679.98547404771/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x8d01b64398011f5a6d5b34b6941b4a2e5af2db8e09152678c96e8b5ff6b4f2f8","18335166","1697123711","2023-10-12 15:15:11","0x3b0083a899f9019f38455fbac2311b2feab39010","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.001325989196453532","2.22764258878613","1539.43","","","Mint"
"0x86c3e2672a168c9c50d54997ea329fde0bc8eec8eeb847ffe4f1faae20a9d5ff","18335174","1697123807","2023-10-12 15:16:47","0x98b055b87ce7fce2f71e6805f0827da1fb3d0f34","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.002056153106801864","3.4543073518452","1539.43","","","Mint"
"0x988818ab80f512819c29663ca7cd54ffe668cabf11d9a1a3c51b53ff13f7cf27","18335234","1697124527","2023-10-12 15:28:47","0x204565212f3f24f84fb69c00a4983d05a54e7427","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.002367492992259532","3.97735383690576","1539.43","","","Mint"
"0x0242f57105c2ee48601bbeab753d3115180ca58f357821e3bdd193e05d6d10da","18335280","1697125079","2023-10-12 15:37:59","0x2222a97acfe15fe4ef60be2e2a500eca6d227222","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.00272671264547742","4.58083763630427","1539.43","","","Mint"
"0xc9d97c65c14fa2660fac150089bec122da7be120dcf862e69e06af47428a7608","18335299","1697125307","2023-10-12 15:41:47","0x125c1823024befccf795ad14d7d68b47b2970f80","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001906350676820184","3.20264144549893","1539.43","","","Whitelist Mint"
"0xca547e2aa8ea9445733db1f28a253481bc6f511a5c35afdec1d5e5fea9b2eaa7","18335299","1697125307","2023-10-12 15:41:47","0x7112880053aa2ed455d050e49bd4873bb17fb8eb","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.002318488223789296","3.89502653771669","1539.43","","","Mint"
"0x29321684894ea9763ab3a9862a9acb2969d5a62db9a9721aed6c8046055b816e","18335310","1697125439","2023-10-12 15:43:59","0xa993a235fa5467f5f8609921e44d72912fd7be16","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00207151971213863","3.48012302559639","1539.43","","","Mint"
"0x61e6b541fcb179674df8b0d9a0906efc20fe3ea587d7f092b8ad8865966b4fc4","18335411","1697126663","2023-10-12 16:04:23","0x69a3dc6dd652d06be090e2e099469908fc5cd74f","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00196621949724125","3.30322019415469","1539.43","","","Mint"
"0xd33aa78ed6fba920b58f5dd441ab6a0eeec65782fa65c85d1716c1114e70a7f8","18335419","1697126759","2023-10-12 16:05:59","0xa478e7a8792b584845cfe27819761e16422154b4","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.00258286379004","4.33917364871101","1539.43","","","Whitelist Mint"
"0xe89f18cba35a8677c8584e27d574991f3f3349fbc815c86830201ad0fbe195d3","18335532","1697128127","2023-10-12 16:28:47","0xabd64223755085756b8968c393adabc98e377ba9","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.003290697780912506","5.52832447141404","1539.43","","","Mint"
"0xf72c678b7dfb06adc4adfcc58291460f271cb4f2f6d3e9ceba3939eef38702ff","18335578","1697128703","2023-10-12 16:38:23","0xfd2a31a8a19f747ec416cdc46ffc432da366073a","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.003337459602111368","5.60688365176815","1539.43","","","Mint"
"0x810f6cf12ff7668a71ad9b0caaebf8b5563b528378eabfaf4fd61ca08e7c2101","18335617","1697129171","2023-10-12 16:46:11","0xe51db2167c42688789099516771d138f2e650880","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.002840489727329124","4.77198148109467","1539.43","","","Whitelist Mint"
"0x66836521848e82a4b38c4582c5af4646783dbe7fcac6789dfb253601d187e378","18335659","1697129711","2023-10-12 16:55:11","0x454685dec7796c2c747294f7aa7a30b2c5ab05f7","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.002262468765411756","3.80091466137841","1539.43","","","Whitelist Mint"
"0x7acbeb7c96245244dc58bbcb79b99f1ffcf7e27664a74da47b4b6175b01e0415","18335720","1697130455","2023-10-12 17:07:35","0x6abc640178dccb8911cab605e95e8d9afdf801c8","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.004512302957092608","7.58060342241811","1539.43","","","Whitelist Mint"
"0xded791639797b15efc4cb74c06fbfeb5cd9d43d5231095244bd019a0c530a095","18335723","1697130491","2023-10-12 17:08:11","0x6abc640178dccb8911cab605e95e8d9afdf801c8","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0","0","0","0.002008809956929978","3.37477154776477","1539.43","","","Transfer From"
"0x4e6cab14e7a0bf8272be59c11a718fcf7338b964906f713765481e87d76e652b","18336060","1697134559","2023-10-12 18:15:59","0xc555347d2b369b074be94fe6f7ae9ab43966b884","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001724023807376112","2.8963349533043","1539.43","","","Whitelist Mint"
"0x1f83cfb43687a3086ea5adc180eb6a5b4ac3dd945a2aea4db14d5ae0f4b4994c","18336070","1697134679","2023-10-12 18:17:59","0x50e14e6d782481115cb44d1ff67d8fb23083919f","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00128149728105125","2.15289681719774","1539.43","","","Mint"
"0xd6cb4c630032d80dd41640d002b6315ee15937087199d4c0d622d8d03fe2b8c9","18336074","1697134727","2023-10-12 18:18:47","0x50e14e6d782481115cb44d1ff67d8fb23083919f","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00111764139291165","1.87762130528602","1539.43","","","Mint"
"0x941cb1a55e1c820ce973e244ae9f043dadebfd3bd39abeef359361310b2ba3cf","18336083","1697134835","2023-10-12 18:20:35","0xb5c626461b1c53fb3b0956c39e2a0c3d04e7d16f","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001511185807164732","2.53877020462381","1539.43","","","Whitelist Mint"
"0x3411eb5ce86a128fb681561d22ec05ed26b36b58ce40b5eeb837e64dc257298e","18336114","1697135207","2023-10-12 18:26:47","0xfb92b565bbe89e6bd0a15fe24fb4ca43bc023973","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001583315649970416","2.65994729278271","1539.43","","","Whitelist Mint"
"0xe9f936a5884caff7c4d3d0a497e160fa2d93439adccb9dcc8315b9fce749e882","18336278","1697137187","2023-10-12 18:59:47","0xe65c0648895539c61fa0a744ad72e2dbaeb7eb14","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00169331061083725","2.84473722925744","1539.43","","","Mint"
"0xcb619b8a4981d757ff5ca44c085aab0db00c80b57b4398b7f99994b17a40937a","18336299","1697137439","2023-10-12 19:03:59","0x1cd06d55cd699cbd1118f821ea352e74745fac15","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.001275734336638216","2.14321515429609","1539.43","","","Mint"
"0x2c28fad27523fecc59737edce1a54eac15dfb322cde547b29d81a5ca12c6198f","18336646","1697141627","2023-10-12 20:13:47","0x6406ae8e1dbc6e329191bf8d121a09f0ec557457","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.00211927944271505","3.56035867920921","1539.43","","","Mint"
"0xe3bb4fc4599a2e73745f02e5f522f36f63a62a95c4ee5b20e442c4552c597a92","18337411","1697150855","2023-10-12 22:47:35","0x60d5b93c6236ccdcdbfd22b3f50aea9bdd6576a7","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.00103906405059664","1.74561251160753","1539.43","","","Mint"
"0x21a55813063a0814fda7da9ff39fd45bf2e531a350facac96acb932d32fd1a18","18337804","1697155667","2023-10-13 00:07:47","0xc5de42b455e44b17bac949beaab967dd08dd96a1","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.000654949674727818","1.10030593977501","1552.12","","","Mint"
"0x8d43c3987a37e960fe0ca43017e4ba176167f47514cffa97d536c856b6de109f","18338440","1697163359","2023-10-13 02:15:59","0x1821bd18cbdd267ce4e389f893ddfe7beb333ab6","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.0009489184925199","1.59416928348868","1552.12","","","Whitelist Mint"
"0xdd3ef4faca5980d4b16e536ec35f58f19cf46cf8fe46a8ec7bf475dcb70eafe1","18338879","1697168687","2023-10-13 03:44:47","0xa779fc675db318dab004ab8d538cb320d0013f42","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.00120623903175625","2.02646405157987","1552.12","","","Mint"
"0xe509fd9c464c618c4f2957d3fb29ffa1d80c8a43a80868d5b09d82ee713873ad","18339167","1697172239","2023-10-13 04:43:59","0x930713566c082ac718b3fe93395eac46eb5a7a9f","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.00113708067121656","1.91027901046424","1552.12","","","Whitelist Mint"
"0x48b0b4b4db00c469aea8e4cab45a91a4c0b1f2cd148bafe1a03c2f2da7921328","18339562","1697177003","2023-10-13 06:03:23","0xd5fa6fb8753378ef4b85b2a69b8d21c48f566403","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.000844421319847404","1.41861555131983","1552.12","","","Whitelist Mint"
"0x16f10dc4ea0e0bf69cfc2eac515e2308a69f0a24cdb9466844eea914d0bb64d8","18340265","1697185523","2023-10-13 08:25:23","0x761e2c0c0f31c662494933f2ed1cf3296487b108","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.000747909296735604","1.25647675442105","1552.12","","","Mint"
"0x5f8e8944cb9d44717ce63d277a20335b33d4d03dedb26e5c2997ebd5deb06f3d","18340276","1697185655","2023-10-13 08:27:35","0x761e2c0c0f31c662494933f2ed1cf3296487b108","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.0006153454132898","1.03377135584875","1552.12","","","Mint"
"0xa1609257e1167d7fc37668f097c1055d303f2f612a627dfe5e02f7eaef93c767","18342006","1697206547","2023-10-13 14:15:47","0x5b9413f33784db3eb998299e6989fcd159173a03","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.002902741549690368","4.87656363839456","1552.12","","","Whitelist Mint"
"0xa718d8c86a695f2e03849c7ab391dd14300bc4553289ceb0fd7254d44e3baf90","18342310","1697210243","2023-10-13 15:17:23","0x61f62f4e8ab4afd6d2aede16080aa83f80a6b220","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.001938567536034608","3.2567653009986","1552.12","","","Mint"
"0x04411ff622c58d3fa2467bea49b9d696cd38c4a0854465dd456b0baf55ce0190","18342361","1697210855","2023-10-13 15:27:35","0x4f7b722aa8cab2abf12d9eabc02bb8c6e4acaac2","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001536038390457792","2.58052218354872","1552.12","","","Whitelist Mint"
"0x7dd29aeee82a844a2193231edfdf0609ab2d779ef2c8e760e18306dd776984d3","18344736","1697239559","2023-10-13 23:25:59","0x4e91a146df2801e8db7d9a07275b0fb9fe6f25df","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00071324005048915","1.19823292433083","1552.12","","","Mint"
"0xd3d538280bd98502e50dc61a1f7202355d33f80d389d4331081f5732982aaded","18345006","1697242811","2023-10-14 00:20:11","0x4044970bae6084aca7c83683afb22edb9c91192d","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.000900993711155022","1.51365634694878","1555.02","","","Mint"
"0x8f70dd0881c72250c224b356f721a0aced7e84c222781091e725ffb1d987a24c","18345065","1697243519","2023-10-14 00:31:59","0x16d9fd80d8e3f055ba7793794e811712dcbdd9c2","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.00085145525441256","1.4304324592147","1555.02","","","Mint"
"0xbe66bfabf74c54bb9303a645fd3d36b8e56707159834c956045ba8c1a4fd8a1b","18345437","1697247995","2023-10-14 01:46:35","0xddf06174511f1467811aa55cd6eb4efe0dffc2e8","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001096313405506605","1.84179059625487","1555.02","","","Whitelist Mint"
"0x24fc48d83fef515e0f4d00ee8965d88511df4f22d745c0bc1d4b3179e0c45872","18347642","1697274647","2023-10-14 09:10:47","0xeb57dd0a036e0bf4bf16a00c2697c3f6b54d10ab","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.000696517179994688","1.17013874481575","1555.02","","","Mint"
"0x68338c699eaab77726581334b47d934e696358baeb55adccbee56ecfc7758726","18348255","1697282075","2023-10-14 11:14:35","0x033a8e352e0f85591a8bcb9b4c900cb34d59bff9","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.00085177604236698","1.43097137831837","1555.02","","","Whitelist Mint"
"0x49a2f891fbb484c6764721624af6873d3e6978e29ba8e61517febfb754bfa321","18348427","1697284139","2023-10-14 11:48:59","0xc8b5db955c68ecfb73ba798d20490ec0c60981e8","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.000945513520022498","1.58844897915352","1555.02","","","Mint"
"0x19da84ea10a6085ec26aa313484b92d3d7775a8b456be55c4600af4abfa4421f","18349679","1697299307","2023-10-14 16:01:47","0x9bfe4e5d19c1feede79f8de9a6ef922137894149","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001214104538406468","2.03967798849827","1555.02","","","Whitelist Mint"
"0xd13db3c91c9ac63dcddc512dffe144bb840924959006c9d7525ec62fc3fdce64","18350127","1697304695","2023-10-14 17:31:35","0x9fcbcf7ba93ca69c2e5c0e5ee730cf53de134dfa","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.001200703033149116","2.01716365433554","1555.02","","","Mint"
"0xd2c4fcb75643a997ebf3cf407154ac29e3b0119b91aa1889341390d90f5d0f49","18351522","1697321519","2023-10-14 22:11:59","0x48bb273a73240aeddb70814577246d379bf45faa","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001050371783564754","1.76460933873837","1555.02","","","Whitelist Mint"
"0xc8e2be233628fcb337e8cca45fb21062da3fc34e9aadf59c54d6798f034e7116","18354878","1697362043","2023-10-15 09:27:23","0x6f4c2f1c2506b89556febc9dfdc106319668cef4","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001019425460720888","1.71261996588549","1557.99","","","Whitelist Mint"
"0xa5f8bd4eb3ae8691666d27928e32ad7e6611266994d0c76b290ea73793d6ed84","18358455","1697405243","2023-10-15 21:27:23","0x267edf0ca7ce6461c262ae15e867dc50cd302012","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.0006721893933175","1.12926841658234","1557.99","","","Mint"
"0xcfe32f1df15557bd66563c30d42d1eea50f55455ed764bea50bb2a94e05b3458","18362997","1697460035","2023-10-16 12:40:35","0x6ff3c504b886c40673bb149dd6155352629cef1a","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.001229467809037272","2.06548805999188","1600.09","","","Whitelist Mint"
"0x136b31a3aac6ba56d26c55cb21125e5b65daa72124932ca6468d0e9c32a3d18f","18364324","1697476031","2023-10-16 17:07:11","0x869ec00fa1dc112917c781942cc01c68521c415e","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.002673242288240654","4.49100821285436","1600.09","","","Mint"
"0x0f6630d929d0a41045599b17effaee4cc619dce15fabd1dba45014d95d4b604d","18364395","1697476883","2023-10-16 17:21:23","0x15cae4ee29ca9a9c6a97a3efcd373d6e2b0759ba","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00192048727225448","3.22639072048104","1600.09","","","Mint"
"0x3f37cc37cd1aaef7c68cc356bf8d2d7805fd17df443a0f77fb8db29518bb67ed","18364567","1697478959","2023-10-16 17:55:59","0x757871ed85b40a09a94f3c8605f1b9bff2986757","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.002183049288411766","3.66749109366196","1600.09","","","Mint"
"0xec3e72b4d47db7bdfefb1428eac147be548498127ed3cfab0818a6a5ead4870d","18364816","1697481971","2023-10-16 18:46:11","0x1787bd4a8f98446c806b63e62915508d9bb0c0c0","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0","0","0","0.007047970385189888","11.8404878686375","1600.09","","","Admin Mint"
"0xdf1e8c0fb9bb68ec3c31bf49fdea99d8322b8d56fbc978c942f68731b0a1109a","18364992","1697484095","2023-10-16 19:21:35","0xda7f44baa585eb2b72edfbeca77980af69f33758","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.001370929445606542","2.30314155456327","1600.09","","","Mint"
"0x977ab5aea1423df20b367683065a185661d815d2526e9390f97f56564ddc4286","18364994","1697484119","2023-10-16 19:21:59","0xda7f44baa585eb2b72edfbeca77980af69f33758","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00108103036649426","1.81611531271483","1600.09","","","Mint"
"0x5efea2ad8946e55cb25390d4aa66bd41bacc47dbe94791d50eee1f3c94cc29d6","18365949","1697495603","2023-10-16 22:33:23","0x9ae8f8ff6fa068212c7d880a60f4fee2a46aa9eb","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00104886439898643","1.76207695454298","1600.09","","","Mint"
"0xba9b6d4905a6b5610a85ffb72622b23373a8042fa33e10a8a91dde1f03f4548e","18366038","1697496671","2023-10-16 22:51:11","0x08159c8c593ab2987e40c6b93d524b9d234565cb","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00100302045910458","1.68505980146836","1600.09","","","Mint"
"0x163b07e39f58f61b304ad5ba5b60e52f04e5504599bf172f7a4e48f4c230802d","18366113","1697497583","2023-10-16 23:06:23","0xf35c8266fe8a94ac090b1da4553a9e5211c82677","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.001925951250458494","3.23557012449429","1600.09","","","Mint"
"0xe3c74b17aea8564ea7995205f95131f779d85539cb28fb1e2bc50fb835a4f98f","18366115","1697497607","2023-10-16 23:06:47","0x7487f704334d86d9277a45212c8f34aaead4af5a","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0169","0","28.3917545114063","0.001413705726997858","2.37500508593446","1600.09","","","Mint"
"0xc7e90840ec2831278a8ff0690532d82d39e7a444e89a4cfad38a20769761974a","18366606","1697503547","2023-10-17 00:45:47","0x676aa217238a774baa609c30030f6e1d3401a8dc","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.000784307162866662","1.31762464080756","1565.40","","","Mint"
"0x49fdf3b191ea65020ea31997bb6dde0fd7669bb85e8def3039cd3c7887ffe16d","18367901","1697519183","2023-10-17 05:06:23","0x9ddc715f5484bd2048c137fa74cf68dc5365168d","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.000772580752564184","1.29792444183668","1565.40","","","Mint"
"0xed082b278703c0531eaf195dd265357f8d786b38a367475420be85e9ae75de4b","18367950","1697519783","2023-10-17 05:16:23","0xb80463fbd5eeb52d7dd27af39655aab92c84a92d","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.000776623224717","1.30471573633265","1565.40","","","Whitelist Mint"
"0xa3f5e6163b28113ac8ab8584a477042ff950a872a347073dd815f2032b5a97c5","18368558","1697527175","2023-10-17 07:19:35","0xf8e5f9e61b539151775a9b34ec8d2de0de7d13a7","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.0142","0","23.8557937314775","0.00119644023138696","2.01000220929637","1565.40","","","Whitelist Mint"
"0x4707a5bed4bb6d9d6b67d413391f5ac48dc1ca21b8e9cf2515400dad4b497e4b","18371784","1697566139","2023-10-17 18:08:59","0x4d72d4269ab46962713ca19cab8161a87684a163","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.00149289682503468","2.50804498031021","1565.40","","","Mint"
"0x8b87b6ba58ff34f91c6059bd1da38737f252f31f14df3474ed4c2df9f5346fe7","18374954","1697604443","2023-10-18 04:47:23","0x1a301fe50014fc0b41dc5f545722b7129fd5694f","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.000738036726980242","1.23989098064052","1563.66","","","Mint"
"0x1b155e4e139b577a2e3924da6749547100bf3282b7e6600f2eaf7fc871d282f4","18377270","1697632487","2023-10-18 12:34:47","0x3331bb4fe0c5919ee1ea5bbeb26e06900a0f6ca0","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.001191217525607642","2.00122813945189","1563.66","","","Mint"
"0x31f97d8c7ea0863e294a92c6e071b9f534d2f45d1a3faec3b2d027ddc0ceab67","18377729","1697638043","2023-10-18 14:07:23","0xbc327a50aef25a0e8ad88e414c135f2ad547491d","0x1a97a257917640319ebe6d8f773fd2888e80291b","","0.018777","0","31.5450872461939","0.001924484363326252","3.23310577542006","1563.66","","","Mint"
